,Address,Neighborhood,Bedrooms,Bathrooms,Square Meters,Building Age,Garden,Garage,Floors,Property Type,Heating Type,Balcony,Interior Style,View,Materials,Building Status,Price
439,2 Baker Street,Shoreditch,5,3,-0.321004826,-1.30660039,1,0,3,1,0,2,2,0,2,0,-0.454890608
440,185 Oxford Street,Kensington,3,1,-0.579504445,-0.652697916,1,0,2,2,1,2,0,0,3,1,-0.088300736
441,19 Park Lane,Islington,1,2,-0.527804521,0.75835479,0,1,2,1,3,1,1,2,1,2,-0.469681679
442,110 Baker Street,Kensington,5,1,0.9887265741674918,0.6206911109221397,1,0,1,2,2,1,1,0,0,1,1.485470374669101
443,5 Bond Street,Notting Hill,1,2,-0.820770755,1.618752780827438,0,0,1,1,0,1,0,3,0,1,-0.237575639
444,172 Bond Street,Westminster,3,2,1.6780588901819877,0.8271866288335807,1,1,1,2,3,2,3,0,2,0,1.9524131137725431
445,157 Bond Street,Marylebone,5,3,-0.476104597,-1.409848149,1,0,1,1,2,1,0,1,1,1,-0.012296248
446,45 Regent Street,Shoreditch,3,3,-0.28653821,-0.170875041,1,1,2,0,3,2,1,2,0,2,-0.984714742
447,80 Piccadilly Circus,Islington,3,2,-0.631204368,0.3797796733587918,1,1,3,1,0,2,2,2,2,0,-0.551601458
448,35 Camden High Street,Camden,3,1,-0.062505208,-0.170875041,1,0,1,2,2,0,1,2,0,2,-0.366827984
449,41 Regent Street,Shoreditch,1,3,1.1438263452707533,1.1369299057007423,0,1,2,0,0,2,0,1,2,2,-0.292188825
450,173 Regent Street,Islington,5,3,1.385092655875827,1.2745935843083696,0,1,1,1,1,1,2,0,0,0,1.0458342284956845
451,117 Bond Street,Notting Hill,3,2,0.3683274897544454,0.4486115126626055,1,0,2,2,0,2,1,4,1,2,0.395937317
452,28 Park Lane,Shoreditch,1,2,0.8163934951638678,-0.102043202,0,1,2,2,2,2,3,1,2,1,-0.121978867
453,199 Camden High Street,Marylebone,2,3,0.5061939529573446,1.6531687004793447,0,0,1,0,0,0,0,3,1,1,-0.057807236
454,37 King's Road,Chelsea,5,1,-0.631204368,-1.203352631,0,0,2,2,1,0,0,2,1,2,-0.037327291
455,182 Baker Street,Marylebone,4,3,0.7302269556620558,1.171345825352649,1,1,3,1,0,1,1,0,0,0,1.1823671931458137
456,106 Park Lane,Marylebone,2,2,-1.665202842,1.6531687004793447,1,1,3,0,3,0,3,1,3,1,-1.491403365
457,45 Bond Street,Islington,3,2,-0.579504445,0.7239388698778602,0,0,2,0,0,0,2,2,0,0,-1.038569032
458,154 Piccadilly Circus,Shoreditch,5,2,1.2644595005732902,0.551859272,0,0,3,0,3,1,1,2,1,2,-0.233783436
459,95 Piccadilly Circus,Notting Hill,2,1,1.2472261926729278,-0.446202398,0,1,1,0,2,2,3,0,2,2,0.5998265439719288
460,18 Piccadilly Circus,Chelsea,3,3,-1.199903529,1.1025139860488353,0,1,2,1,3,1,0,4,0,2,-0.27398443
461,50 King's Road,Camden,1,3,-1.3550033,-0.2741228,0,0,2,1,0,1,1,4,3,0,-1.044259043
462,101 Bond Street,Shoreditch,3,2,-1.44116984,0.7239388698778602,0,0,2,2,3,1,2,1,0,1,-1.43360441
463,131 Fleet Street,Shoreditch,3,2,0.058127948,1.5499209415236241,1,0,3,1,2,0,1,2,2,1,-0.179549129
464,69 Strand,Greenwich,3,1,1.2816928084736525,0.2765319144030713,1,0,2,1,0,2,0,2,3,2,0.4541913816784575
465,132 Strand,Chelsea,2,3,1.0576598057689415,0.6551070305740465,0,0,3,0,1,2,2,3,2,2,1.106515166859729
466,144 Bond Street,Marylebone,4,3,0.16152779495009661,-1.065688952,0,1,3,2,1,0,1,0,2,0,0.076450179
467,130 Bond Street,Westminster,5,1,-0.338238134,0.4486115126626055,0,1,3,2,0,2,0,3,1,1,0.03549029
468,80 King's Road,Soho,5,1,-0.631204368,-1.203352631,1,0,2,1,1,0,0,1,1,1,-0.294464374
469,172 Piccadilly Circus,Marylebone,5,3,-0.0452719,0.48302743231451234,0,0,1,1,3,2,0,0,3,1,0.41436926698883647
470,143 Camden High Street,Islington,2,3,0.8508601109645926,-0.136459121,0,1,3,2,0,1,2,4,1,1,0.079180839
471,79 Piccadilly Circus,Islington,1,3,1.178292961071478,1.3434254236121832,1,1,1,1,0,2,3,3,2,2,0.8819946709155293
472,87 Oxford Street,Westminster,3,2,0.351094182,0.8271866288335807,0,1,3,2,0,0,3,0,2,1,0.6908485204053483
473,164 Strand,Westminster,4,2,-0.493337905,0.8960184681373944,0,1,1,2,3,2,3,0,3,2,-0.111965312
474,105 Piccadilly Circus,Westminster,3,1,0.8508601109645926,1.618752780827438,0,1,3,2,0,0,0,3,2,2,1.1659832373877983
475,27 Camden High Street,Chelsea,3,3,1.5057258111783638,0.24211599475116447,0,0,1,0,2,2,2,0,1,0,1.500944110662782
476,14 Regent Street,Shoreditch,4,2,0.1959944107508214,1.618752780827438,0,0,3,1,1,1,3,2,2,0,-0.079426093
477,27 King's Road,Camden,5,1,-0.28653821,0.5174433519664192,1,1,1,1,2,2,1,2,3,0,-0.127212631
478,172 Baker Street,Shoreditch,5,1,1.436792579576914,0.964850307,1,1,2,1,1,1,1,3,0,2,0.8216926115283889
479,48 Regent Street,Chelsea,2,1,-1.199903529,-1.650759586,1,0,2,2,3,2,3,3,1,1,-0.638072336
480,44 Camden High Street,Westminster,3,2,-0.252071595,-0.687113836,0,1,2,0,3,0,0,3,0,2,-0.251228936
481,45 Bond Street,Camden,1,1,1.2472261926729278,-0.618281997,0,0,3,2,0,2,3,1,1,1,0.5324691436364929
482,108 Oxford Street,Islington,3,2,-0.78630414,-0.205290961,0,0,1,2,1,0,0,3,0,1,-0.958469693
483,198 King's Road,Islington,5,2,-0.407171366,1.5499209415236241,1,0,2,1,1,2,1,4,1,1,-0.374108604
484,82 Regent Street,Notting Hill,1,3,-0.234838287,0.6895229502259533,1,0,2,1,0,0,1,3,3,1,0.3813738005317219
485,120 King's Road,Soho,4,2,1.1955262689718407,0.070036396,1,0,1,0,1,0,1,1,1,0,0.23118753941657966
486,179 Bond Street,Camden,4,1,0.6612937240606062,0.9304343877893012,1,0,3,1,2,1,2,4,1,2,0.6862974215836773
487,87 Camden High Street,Westminster,3,1,0.69576034,1.1025139860488353,1,1,2,1,3,1,3,4,0,2,1.7967655340713957
488,74 Baker Street,Chelsea,3,1,-0.941403911,-1.375432229,0,1,3,1,1,2,1,3,3,0,0.067347982
489,142 Regent Street,Chelsea,4,1,1.0404264978685789,-0.824777514,1,1,3,1,0,1,3,4,0,0,2.684229804297236
490,37 Camden High Street,Kensington,1,3,-1.389469916,-1.27218447,1,1,1,1,0,2,2,0,2,1,-0.60280132
491,110 Fleet Street,Kensington,5,3,-0.889703987,-0.480618318,0,0,1,0,1,1,1,3,2,0,-0.68206667
492,86 Bond Street,Camden,4,1,1.3161594242743773,-0.411786479,1,1,2,1,1,1,0,2,0,2,1.248358126060043
493,84 Bond Street,Marylebone,5,3,-0.975870526,-0.102043202,0,0,1,1,3,0,3,0,3,0,-0.507228244
494,101 Bond Street,Camden,3,3,0.9714932662671294,-0.342954639,0,0,3,1,3,2,0,2,0,2,0.9525367026514294
495,12 Fleet Street,Shoreditch,5,2,-0.269304903,0.551859272,1,0,3,1,0,2,3,2,1,0,-0.417344043
496,131 Fleet Street,Chelsea,3,3,-0.389938058,-1.409848149,0,1,2,1,1,0,0,1,2,0,0.7955237933037808
497,143 Strand,Westminster,2,3,1.7125255059827125,-1.23776855,0,0,2,1,1,0,1,0,2,0,3.005082271
498,197 Regent Street,Kensington,3,1,-0.0452719,-1.409848149,0,0,3,2,3,2,3,4,0,1,0.44781984332811814
499,52 Piccadilly Circus,Westminster,3,1,-0.7001376,1.6531687004793447,1,0,1,1,0,0,3,4,2,0,0.13789001357232464
500,59 Camden High Street,Shoreditch,1,2,-1.406703224,1.2745935843083696,0,0,1,0,0,2,0,4,2,2,-1.527054397
501,178 Oxford Street,Kensington,3,1,1.2816928084736525,0.6551070305740465,1,1,3,0,2,2,1,2,3,2,1.1338217597897549
502,25 Baker Street,Greenwich,5,3,0.2132277186511838,-1.23776855,1,0,2,1,1,0,3,1,3,2,-0.251228936
503,132 Park Lane,Chelsea,5,2,-0.010805284,0.4486115126626055,0,1,3,2,0,0,1,2,1,1,0.6180309392586126
504,183 Strand,Islington,4,3,-0.424404674,1.0680980663969286,0,0,3,0,0,0,2,2,2,1,-0.956649253
505,73 Regent Street,Kensington,5,2,0.2132277186511838,-1.616343666,0,1,3,2,2,2,3,2,2,1,0.7072324761633638
506,185 Fleet Street,Islington,1,2,-0.545037829,0.13886823579544397,1,0,1,1,1,1,1,2,2,2,-0.483334976
507,18 Strand,Marylebone,5,2,-0.872470679,-0.755945675,1,1,1,0,3,0,3,1,2,1,-0.968027
508,154 Camden High Street,Soho,5,2,0.7991601872635054,0.6551070305740465,1,0,2,2,1,2,0,3,0,1,0.4032190748757426
509,164 King's Road,Marylebone,5,2,-0.062505208,1.584336861175531,1,0,2,2,0,2,1,4,3,2,-0.101042675
510,138 Baker Street,Greenwich,5,3,-1.096503682,0.48302743231451234,1,0,1,2,0,0,3,4,3,0,-1.311634961
511,130 King's Road,Islington,4,2,1.5746590427798133,-0.618281997,1,0,3,2,1,0,0,1,2,0,0.5379315999972035
512,18 Bond Street,Camden,3,2,-1.3550033,1.3778413432640901,0,1,3,1,0,0,2,2,2,1,-1.044259043
513,61 Oxford Street,Notting Hill,3,3,-1.406703224,1.2401776646564626,0,1,1,1,2,0,2,3,2,1,-0.856525079
514,14 Bond Street,Islington,2,3,1.7125255059827125,0.7239388698778602,0,0,3,0,0,2,0,3,0,0,0.17202325473485697
515,172 Park Lane,Camden,3,1,0.264927642,0.964850307,1,1,1,0,0,1,2,0,3,1,-0.46740613
516,5 King's Road,Kensington,3,1,-0.493337905,-0.996857113,0,0,3,2,1,2,3,2,1,1,-0.001829858
517,160 Fleet Street,Marylebone,1,2,-0.872470679,-1.134520791,0,1,3,0,1,2,3,0,1,2,-0.968027
518,69 Strand,Camden,1,3,-0.269304903,-0.411786479,1,0,1,2,2,0,2,3,0,1,-0.508822267
519,193 Baker Street,Marylebone,4,1,-0.665670984,-0.755945675,1,0,3,2,0,0,0,1,3,1,-0.578908051
520,12 Baker Street,Soho,5,3,1.6608255822816254,-1.23776855,0,0,1,2,2,0,2,1,3,2,1.0403729099096792
521,25 Baker Street,Chelsea,4,3,1.0231931899682165,1.1025139860488353,1,0,1,2,3,1,3,3,0,2,1.710294656459647
522,38 Bond Street,Westminster,3,3,-0.148671747,0.6895229502259533,1,0,1,2,3,0,0,4,2,0,0.21571380342289834
523,55 Strand,Marylebone,2,2,1.4023259637761893,0.035620476839723456,0,0,3,1,3,1,1,3,1,0,1.847965395815194
524,75 Strand,Notting Hill,4,2,0.12706117914937182,-0.790361595,0,0,3,2,1,0,0,2,1,0,0.19204695177550385
525,29 Bond Street,Westminster,2,2,1.471259195377639,-1.650759586,1,1,2,2,3,0,1,0,3,0,1.7558056446763568
526,68 Strand,Notting Hill,2,3,1.471259195377639,-1.27218447,1,0,1,0,2,2,3,0,3,0,0.7575972112733856
527,77 Piccadilly Circus,Marylebone,5,3,0.2304610265515462,-0.480618318,1,0,1,1,0,0,2,1,3,2,0.6874351962890951
528,139 Fleet Street,Kensington,1,3,1.3161594242743773,0.3797796733587918,0,1,1,1,1,1,2,2,1,2,2.791180626606504
529,116 Baker Street,Kensington,2,1,-0.906937295,1.0336821467450217,0,1,3,0,2,0,2,2,0,2,-0.696478862
530,142 Park Lane,Chelsea,1,2,-0.407171366,-0.893609354,1,1,2,1,2,1,2,4,1,1,0.7727682991954259
531,137 King's Road,Shoreditch,5,2,-1.492869763,1.5155050218717174,1,1,1,0,3,1,3,4,1,2,-1.568772045
532,49 Bond Street,Notting Hill,4,2,-0.493337905,-1.134520791,0,0,1,0,1,0,2,3,2,2,-0.625936831
533,152 Regent Street,Marylebone,4,3,0.42002741345553257,-1.444264068,1,0,2,2,2,1,1,3,0,0,0.2812496264549604
534,196 Strand,Westminster,1,2,-0.234838287,-0.446202398,0,1,2,2,1,2,3,0,3,1,0.13379402463282075
535,185 Park Lane,Greenwich,1,3,0.868093419,0.3797796733587918,0,0,3,2,0,0,2,3,0,2,-0.27398443
536,8 Park Lane,Islington,3,1,-0.78630414,1.6875846201312517,1,0,2,2,3,2,1,0,3,1,-0.958469693
537,118 Fleet Street,Kensington,3,2,-1.406703224,1.171345825352649,1,0,3,1,0,0,3,2,2,2,-0.624419039
538,85 Strand,Camden,3,1,-0.906937295,-1.581927747,0,0,3,1,0,2,3,3,0,1,-0.659690055
539,81 Fleet Street,Notting Hill,1,3,-1.217136837,-0.515034238,1,1,3,1,1,1,1,1,2,1,-0.656276731
540,24 Fleet Street,Marylebone,4,1,-0.889703987,0.9992662270931149,1,0,1,1,2,1,0,1,0,2,-0.421895141
541,158 Piccadilly Circus,Islington,2,1,-0.355471442,0.001204557,1,1,3,0,0,2,0,0,1,0,-0.920240462
542,174 Regent Street,Chelsea,2,1,1.6091256585805382,0.3797796733587918,0,1,3,0,1,1,1,0,3,0,1.5919660870962016
543,99 Fleet Street,Soho,2,2,-0.458871289,-1.478679988,0,1,1,0,0,2,2,1,0,2,-0.788258597
544,169 Bond Street,Notting Hill,4,3,-1.561802995,1.4810891022198105,0,0,2,1,2,2,0,0,3,1,-1.020365774
545,107 Camden High Street,Soho,5,1,0.7302269556620558,-1.478679988,0,1,2,0,0,0,2,3,0,1,-0.055531686
546,161 King's Road,Greenwich,5,1,0.3683274897544454,0.48302743231451234,0,1,2,2,2,2,2,4,0,1,-0.537948161
547,36 Strand,Kensington,5,3,-1.475636456,1.205761745004556,1,0,3,2,2,1,3,1,0,2,-0.987597863
548,34 Strand,Marylebone,4,1,-0.389938058,1.618752780827438,0,0,3,0,1,2,1,0,2,0,-0.649450083
549,58 Fleet Street,Camden,3,2,-0.441637982,0.48302743231451234,1,1,2,2,0,1,2,3,1,2,-0.627150836
550,30 Regent Street,Marylebone,5,1,0.6440604161602438,0.6551070305740465,1,1,2,1,2,1,0,2,3,0,1.097034090239483
551,125 Park Lane,Chelsea,5,2,1.1093597294700286,0.6206911109221397,0,0,1,2,2,1,2,0,1,1,1.8013166328930665
552,50 Fleet Street,Soho,4,2,1.6263589664809006,-1.203352631,1,0,1,1,3,1,3,4,2,1,1.7922144352497247
553,117 King's Road,Marylebone,3,1,-0.148671747,1.4466731825679038,0,1,2,0,1,0,0,0,0,0,-0.490161624
554,24 Park Lane,Marylebone,4,2,0.7991601872635054,-0.342954639,1,0,3,0,1,0,0,2,3,2,0.13561446416148915
555,121 King's Road,Westminster,5,2,0.14429448704973422,1.5499209415236241,1,1,1,1,1,0,1,1,1,1,1.141407303750775
556,52 Regent Street,Soho,4,2,0.2821609502526334,1.6531687004793447,1,1,3,1,1,1,3,1,3,0,0.549764457
557,36 Fleet Street,Shoreditch,4,2,0.954259958,-0.30853872,0,1,1,0,3,1,2,3,3,2,-0.383969697
558,122 Bond Street,Camden,4,3,0.9714932662671294,-1.23776855,1,1,1,1,3,2,3,3,0,0,0.9525367026514294
559,191 Regent Street,Greenwich,2,3,1.1610596531711157,-0.549450157,0,0,2,0,1,0,2,4,0,2,-0.448443976
560,69 Fleet Street,Kensington,3,3,-0.389938058,-0.618281997,0,1,3,2,1,1,0,0,0,0,0.1019351951064185
561,178 Fleet Street,Shoreditch,1,2,1.5401924269790885,0.6551070305740465,0,0,3,2,3,2,2,1,2,2,0.29854266420260467
562,36 Strand,Soho,1,2,-1.268836761,0.2765319144030713,0,1,1,2,0,0,1,0,3,1,-1.125950129
563,166 Camden High Street,Soho,3,2,0.092594563,-0.790361595,0,0,1,2,0,0,0,3,2,2,-0.11924707
564,156 Park Lane,Greenwich,2,3,-1.527336379,-0.928025273,0,0,1,2,2,0,3,0,2,0,-1.539189902
565,9 Strand,Notting Hill,3,1,-0.510571213,0.8616025484854876,1,1,1,0,2,0,1,3,3,0,-0.638072336
566,82 Piccadilly Circus,Soho,1,2,0.2476943344519086,-1.168936711,0,0,3,0,1,1,2,4,0,0,-0.352870901
567,173 Camden High Street,Notting Hill,3,2,0.04089464,1.205761745004556,0,1,1,1,2,0,3,3,2,0,0.6726441251186643
568,29 King's Road,Westminster,1,3,1.7125255059827125,-1.409848149,1,0,1,1,0,0,2,1,3,1,3.005082271
569,1 Baker Street,Chelsea,2,2,1.1438263452707533,0.8271866288335807,0,1,3,0,3,1,2,2,2,1,1.1823671931458137
570,16 Camden High Street,Soho,2,2,-1.286070069,1.5499209415236241,0,1,2,2,3,0,3,2,1,2,-1.138693206
571,196 Fleet Street,Chelsea,1,1,-0.217604979,1.3090095039602765,1,1,2,1,2,2,1,3,2,1,1.0230787343873295
572,134 Strand,Camden,2,2,-0.975870526,1.4122572629159968,1,0,2,1,2,2,2,4,1,1,-0.71885434
573,57 King's Road,Notting Hill,2,3,1.1093597294700286,-1.478679988,0,0,1,1,2,2,2,4,3,0,1.8013166328930665
574,8 Oxford Street,Islington,2,2,-0.838004063,1.0336821467450217,1,1,3,0,0,0,0,0,3,1,-1.175101996
575,150 Camden High Street,Kensington,3,3,0.42002741345553257,1.4122572629159968,0,1,1,1,1,1,3,0,1,0,1.6670592176537729
576,96 King's Road,Greenwich,4,3,-1.286070069,-1.444264068,1,0,3,0,3,1,2,3,2,2,-1.525536606
577,31 Park Lane,Kensington,4,1,0.45449402925625737,-0.859193434,1,1,1,1,0,1,3,0,3,2,1.7102935186849417
578,45 Strand,Notting Hill,4,1,0.3683274897544454,-1.134520791,0,1,1,2,0,1,2,0,3,1,0.395937317
579,2 Bond Street,Soho,1,2,-0.665670984,0.5174433519664192,1,0,1,2,1,1,1,3,1,2,-0.679942445
580,113 Baker Street,Islington,4,3,1.3161594242743773,1.4466731825679038,1,1,2,1,2,1,3,3,0,2,0.9912210426356327
581,63 Bond Street,Soho,3,2,-1.044803758,-0.996857113,1,1,1,2,2,0,3,4,1,1,-0.960290132
582,139 Oxford Street,Chelsea,4,3,-1.268836761,-0.102043202,0,0,3,2,1,1,1,2,1,1,-0.710889917
583,147 Baker Street,Camden,3,1,-0.476104597,-0.996857113,1,1,3,1,0,0,0,2,0,0,-0.289913276
584,141 Bond Street,Chelsea,3,3,0.523427261,-1.031273032,0,0,3,1,2,1,3,2,2,2,2.0015649810465894
585,87 Regent Street,Marylebone,5,1,-1.320536684,-1.547511827,1,0,1,1,0,1,3,2,3,0,-0.848560656
586,155 Piccadilly Circus,Westminster,4,2,0.8508601109645926,0.48302743231451234,1,0,3,2,2,2,2,2,1,0,1.1659832373877983
587,127 Camden High Street,Marylebone,3,2,-1.3550033,0.6206911109221397,1,0,3,0,2,2,2,2,0,1,-1.286603918
588,122 Oxford Street,Marylebone,3,2,1.0576598057689415,0.964850307,1,0,2,1,3,2,0,0,2,1,1.506632984189871
589,123 Baker Street,Chelsea,4,1,-1.475636456,0.070036396,0,0,1,2,2,1,2,1,0,0,-0.92934266
590,64 Camden High Street,Camden,2,2,-1.217136837,-1.23776855,1,1,2,1,3,2,1,0,2,0,-0.925929336
591,8 Camden High Street,Shoreditch,5,2,0.5751271845587942,-0.687113836,1,0,2,0,2,1,0,0,1,0,-0.567530304
592,143 Strand,Marylebone,4,1,-1.268836761,0.001204557,1,0,3,0,0,1,0,2,2,1,-1.229715182
593,125 Camden High Street,Islington,2,1,1.5401924269790885,0.551859272,1,0,2,0,1,1,2,3,3,0,0.081001278
594,71 Fleet Street,Marylebone,3,2,1.2816928084736525,0.24211599475116447,0,1,3,1,3,0,1,4,3,1,1.728499051746331
595,50 Park Lane,Soho,5,3,-1.010337142,1.0336821467450217,1,1,2,2,0,0,0,1,3,1,-0.934803979
596,165 Fleet Street,Chelsea,5,1,-0.028038592,0.9992662270931149,1,1,1,1,2,0,1,0,1,2,1.2733891695792332
597,24 Baker Street,Chelsea,3,3,-0.062505208,-1.203352631,1,0,3,0,0,0,1,3,1,1,0.12044337623944895
598,64 King's Road,Greenwich,5,3,1.385092655875827,-0.996857113,1,0,2,0,3,1,1,3,1,0,-0.349836456
599,142 King's Road,Islington,1,3,1.5918923506801756,1.205761745004556,0,1,3,1,0,1,1,3,0,0,1.2096737860758395
600,88 Piccadilly Circus,Chelsea,2,1,0.075361255,0.75835479,0,0,2,2,2,1,3,4,0,2,0.7090529156920322
601,145 Oxford Street,Chelsea,3,1,-1.647969535,0.1732841554473508,0,1,3,1,1,2,1,4,0,2,-0.865627277
602,150 Oxford Street,Kensington,5,2,1.436792579576914,0.75835479,0,1,2,1,1,2,2,3,2,1,2.942504662427064
603,153 Piccadilly Circus,Marylebone,1,3,1.0231931899682165,0.345363754,1,0,3,1,3,1,1,0,1,0,1.4724997430273385
604,27 Oxford Street,Chelsea,1,2,1.4884925032780014,1.171345825352649,1,1,2,2,2,2,2,0,1,1,2.2018133292001125
605,26 Fleet Street,Soho,1,2,0.781926879,0.3797796733587918,1,1,1,2,1,1,1,3,1,2,0.39047599817506384
606,103 Bond Street,Kensington,5,3,0.8853267267653174,-1.513095907,0,1,3,1,3,2,2,4,1,2,2.2507376415330755
607,74 Piccadilly Circus,Westminster,2,2,0.6268271082598814,1.6531687004793447,1,1,1,1,3,1,2,3,3,2,1.714845755281318
608,186 Park Lane,Camden,5,1,-0.096971824,0.5174433519664192,1,0,1,0,0,1,3,0,2,2,-0.674481126
609,78 Baker Street,Islington,3,2,-0.441637982,0.964850307,0,0,3,2,2,0,1,3,0,0,-0.740016949
610,46 Bond Street,Notting Hill,5,3,-0.613971061,0.10445231614353713,1,0,1,1,1,2,0,4,0,2,-0.019122896
611,107 Piccadilly Circus,Chelsea,1,2,-0.252071595,0.4486115126626055,1,0,3,2,0,0,2,3,0,1,0.363169405
612,143 Camden High Street,Greenwich,3,2,-0.493337905,0.001204557,1,0,3,2,3,1,0,2,3,2,-0.993058044
613,63 Oxford Street,Islington,4,2,-0.993103834,0.24211599475116447,1,0,1,1,0,0,1,2,1,0,-0.838320684
614,117 Baker Street,Camden,4,1,-0.872470679,-0.652697916,1,0,1,2,3,1,0,1,2,0,-0.92297226
615,94 Regent Street,Greenwich,5,1,-0.441637982,1.3090095039602765,0,0,1,2,2,1,0,0,0,1,-0.965751451
616,187 Piccadilly Circus,Greenwich,1,1,-0.769070832,0.75835479,1,1,2,1,1,1,2,1,0,1,-0.899760518
617,74 Baker Street,Shoreditch,4,1,1.6091256585805382,0.9304343877893012,0,1,2,1,1,0,3,1,0,0,0.9468478291243407
618,124 Fleet Street,Soho,4,2,0.9197933425660422,0.001204557,1,1,3,1,3,0,2,3,0,2,1.1391317543399395
619,37 Regent Street,Westminster,5,3,1.0231931899682165,-0.170875041,0,0,3,1,2,1,1,3,1,1,2.1858844833242643
620,77 Park Lane,Islington,4,2,-1.217136837,0.31094783405497817,1,1,1,2,3,0,1,1,3,2,-1.231535622
621,107 Baker Street,Soho,2,2,-0.183138363,-0.515034238,0,1,1,1,0,2,1,1,1,1,0.11968561828564073
622,191 Regent Street,Camden,1,1,1.3506260400751022,-1.409848149,1,1,3,0,3,0,2,2,3,1,0.15381772167346763
623,189 King's Road,Notting Hill,2,2,1.6263589664809006,-1.168936711,1,0,2,2,0,0,0,2,2,2,1.4590728637287038
624,195 King's Road,Camden,5,2,0.5061939529573446,1.5155050218717174,0,0,3,1,1,0,1,3,0,1,0.5531777810498013
625,108 King's Road,Islington,4,3,0.4717273371566198,1.1369299057007423,1,0,3,2,0,1,0,3,1,1,-0.161117179
626,187 Oxford Street,Kensington,5,3,0.14429448704973422,-0.30853872,1,1,1,0,2,0,0,1,2,0,0.18264210606052078
627,3 Fleet Street,Chelsea,1,1,-1.182670221,0.8271866288335807,0,0,3,1,0,1,0,1,2,0,-0.251228936
628,138 King's Road,Marylebone,4,1,-0.458871289,1.4466731825679038,0,0,2,1,1,2,3,3,0,0,0.004770373
629,142 Park Lane,Islington,4,3,-0.769070832,1.0680980663969286,0,0,1,2,2,0,2,1,0,0,-0.947547055
630,151 Regent Street,Westminster,4,2,0.178761103,-1.168936711,0,0,1,1,1,0,2,2,3,0,1.1823671931458137
631,91 Strand,Shoreditch,3,3,-1.406703224,-0.755945675,1,0,1,1,3,0,1,1,1,0,-1.243368479
632,22 Park Lane,Greenwich,1,2,0.04089464,-1.650759586,0,1,3,0,3,1,1,2,1,1,-0.941479303
633,25 King's Road,Kensington,5,3,-1.148203605,-1.513095907,0,1,2,0,1,1,0,2,3,0,-0.898243864
634,83 Fleet Street,Islington,5,3,0.092594563,-0.067627282,0,0,1,1,2,2,1,4,2,0,0.021836993619714733
635,122 King's Road,Marylebone,4,3,1.0576598057689415,-1.616343666,0,0,1,0,1,0,0,1,2,0,0.30628066997415077
636,75 Camden High Street,Soho,3,3,-0.769070832,-1.203352631,1,1,3,2,1,2,1,0,3,0,-0.756400905
637,81 King's Road,Westminster,2,3,-0.389938058,-1.650759586,1,1,1,0,1,0,0,2,1,2,-0.360455307
638,73 Bond Street,Westminster,3,3,-0.803537447,0.20770007509925764,1,1,3,0,3,2,2,0,3,1,-0.688134423
639,23 Piccadilly Circus,Greenwich,1,1,-0.631204368,0.551859272,0,0,1,0,1,1,1,0,1,1,-1.237300726
640,155 Strand,Marylebone,1,2,1.6608255822816254,0.551859272,0,1,2,0,2,0,3,1,0,2,0.7045018168703612
641,121 Camden High Street,Notting Hill,5,1,1.1955262689718407,-0.205290961,1,1,2,0,1,2,2,1,1,2,0.5634177533985609
642,171 Park Lane,Marylebone,1,1,-1.062037066,0.24211599475116447,1,0,3,1,2,0,0,1,0,2,-0.592561347
643,154 Baker Street,Chelsea,2,3,0.023661332,-0.30853872,0,0,3,2,0,2,2,1,3,0,0.6544397298319805
644,123 Oxford Street,Camden,1,2,-0.096971824,-0.652697916,1,1,2,1,3,1,0,3,1,1,0.03549029
645,112 Piccadilly Circus,Camden,4,2,1.1610596531711157,-1.27218447,1,1,3,0,0,0,1,0,3,1,0.045350245681877836
646,85 Bond Street,Islington,2,1,-0.389938058,1.584336861175531,0,0,1,0,3,0,0,3,3,2,-0.938444858
647,112 Strand,Kensington,3,3,0.12706117914937182,-0.996857113,0,1,2,2,1,2,3,0,0,2,0.6207604607769098
648,189 Piccadilly Circus,Marylebone,2,1,-0.924170603,0.3797796733587918,0,1,1,0,2,2,2,1,3,0,-1.002160241
649,91 King's Road,Westminster,4,3,-0.631204368,-0.549450157,0,0,1,0,2,0,3,2,1,1,-0.551601458
650,193 Strand,Westminster,4,1,-1.44116984,1.3434254236121832,1,0,2,2,1,2,1,2,2,2,-1.013082878
651,9 Bond Street,Shoreditch,2,1,1.2644595005732902,0.75835479,1,1,3,1,3,1,3,2,0,2,0.696537394
652,193 Regent Street,Notting Hill,3,2,-0.010805284,-0.583866077,1,1,3,2,0,2,3,3,1,0,0.075538822
653,124 Oxford Street,Kensington,1,3,-0.78630414,-0.618281997,0,0,1,2,3,1,3,4,2,1,-0.295830842
654,53 Oxford Street,Marylebone,3,1,0.781926879,0.31094783405497817,0,0,3,0,0,0,1,1,0,2,0.12423671710731171
655,84 Regent Street,Marylebone,3,1,-1.199903529,0.9992662270931149,0,1,2,1,2,2,0,0,0,0,-0.729094312
656,163 King's Road,Chelsea,5,1,-1.596269611,-0.893609354,1,1,1,0,1,1,1,0,2,1,-1.229715182
657,110 Baker Street,Chelsea,4,1,-1.475636456,0.3797796733587918,1,0,1,0,2,1,2,3,3,1,-1.123523256
658,37 Piccadilly Circus,Islington,4,1,1.436792579576914,-0.342954639,1,1,1,0,3,1,0,3,2,0,0.026388092
659,190 Bond Street,Camden,3,1,0.45449402925625737,-1.478679988,0,0,3,2,3,0,3,3,0,0,-0.011842275
